-8.249980926513671875e+00,8.274520825468645313e-12,6.385133849602653289e-13,1.335582859585127125e-11,9.999992847442626953e-01,5.929514101943311744e-10,1.646119699216797017e-06,1.000000000000000000e+00,1.000000000000000000e+00,9.822331836772946190e-11,1.416331230075229541e-08,9.097810789171489887e-07,9.999927282333374023e-01,9.999987483024597168e-01,9.999962449073791504e-01,3.521647418125439799e-10,9.999980926513671875e-01,2.804362575492547194e-10,4.611577253399445908e-08,8.704142118176605436e-08,9.999999403953552246e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.530683983706596862e-12,9.999998211860656738e-01,1.252580883459586403e-08,9.999997615814208984e-01,9.999994635581970215e-01,1.629154477988947747e-09,2.428270800582110756e-13
-8.249998092651367188e+00,2.822669702140512271e-11,2.178142648884273669e-12,1.717285515179245436e-11,9.999998807907104492e-01,9.233934450403324945e-11,5.507641276381036732e-08,1.000000000000000000e+00,1.000000000000000000e+00,1.474273342294551981e-10,5.542234227107201150e-09,8.733293554996635066e-08,9.999994635581970215e-01,9.999999403953552246e-01,9.999991059303283691e-01,2.098960727447973795e-10,9.999998807907104492e-01,4.429495381597092774e-10,6.463491408759125534e-10,5.201780117758403321e-10,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999403953552246e-01,1.000000000000000000e+00,1.452799333742302301e-13,9.999998211860656738e-01,1.085377121512465237e-09,9.999998211860656738e-01,9.999998807907104492e-01,2.016507516522381138e-10,8.963207780154913706e-12
-8.248447418212890625e+00,1.274189087574484347e-11,5.818690418379901530e-09,3.663230430106523272e-08,9.998756051063537598e-01,2.799954017973504961e-06,3.024502461812517140e-07,9.999905228614807129e-01,9.999982118606567383e-01,6.571947324118809775e-07,1.734482066240161657e-05,2.417699724901467562e-04,9.996386766433715820e-01,9.987630248069763184e-01,9.998965859413146973e-01,7.780279247526777908e-07,9.999662041664123535e-01,3.094042142492980929e-07,1.618026544747408479e-05,2.911857700382824987e-05,9.999796748161315918e-01,9.999960064888000488e-01,9.999997615814208984e-01,9.999982118606567383e-01,9.998801946640014648e-01,5.203065001069262507e-08,9.999181628227233887e-01,3.092961378570180386e-06,9.989867806434631348e-01,9.999775290489196777e-01,3.523513214531703852e-07,1.015377004698336805e-09
-8.246715545654296875e+00,1.044873649408417648e-11,1.767939238561666571e-06,9.774184945854358375e-06,9.989487528800964355e-01,7.576317148050293326e-05,4.376657216198509559e-06,9.996923208236694336e-01,9.996927380561828613e-01,8.291632184409536421e-06,2.785223186947405338e-04,2.238895744085311890e-03,9.971497654914855957e-01,9.947499036788940430e-01,9.989320635795593262e-01,7.657960668439045548e-05,9.997397661209106445e-01,8.068331226240843534e-05,1.589820749359205365e-04,9.018548007588833570e-05,9.978722333908081055e-01,9.999095797538757324e-01,9.999930858612060547e-01,9.999594688415527344e-01,9.998551607131958008e-01,9.098158443521242589e-06,9.997315406799316406e-01,1.405879884259775281e-04,9.721681475639343262e-01,9.993587732315063477e-01,3.505433051032014191e-05,3.046182882826542482e-06
-8.249953269958496094e+00,5.467288843874484883e-09,2.292736311915177794e-08,9.536151424072158989e-09,9.999450445175170898e-01,4.411049019381607650e-07,8.836011693347245455e-05,9.999986290931701660e-01,9.999992251396179199e-01,8.503451454089372419e-08,5.988165412418311462e-07,1.163000160886440426e-05,9.999349713325500488e-01,9.999788999557495117e-01,9.999546408653259277e-01,4.124769645841297461e-07,9.999986290931701660e-01,6.545976560801136657e-08,1.928966185005265288e-06,9.974273780244402587e-07,9.999971985816955566e-01,9.999995231628417969e-01,9.999995827674865723e-01,9.999995827674865723e-01,9.999970197677612305e-01,1.363603452375627967e-08,9.999990463256835938e-01,1.044654936777078547e-06,9.999145269393920898e-01,9.999955296516418457e-01,4.771833062022778904e-08,2.713647972996113822e-06
-8.249948501586914062e+00,3.628792058507634977e-11,2.560245229688007385e-05,1.819764875108376145e-04,9.914215803146362305e-01,7.796958670951426029e-04,6.784203287679702044e-05,9.968718290328979492e-01,9.965388178825378418e-01,1.583699195180088282e-04,2.725765341892838478e-03,2.670209296047687531e-02,9.656025171279907227e-01,9.314911365509033203e-01,9.950534105300903320e-01,1.898339833132922649e-03,9.938181042671203613e-01,1.764232059940695763e-03,2.058997284621000290e-03,1.315747387707233429e-02,9.921279549598693848e-01,9.985082149505615234e-01,9.991340637207031250e-01,9.981773495674133301e-01,9.975357055664062500e-01,1.656914828345179558e-04,9.876544475555419922e-01,1.207780325785279274e-03,8.371537923812866211e-01,9.914841055870056152e-01,4.118308133911341429e-04,5.939881702943239361e-06
-8.249918937683105469e+00,2.204776465564162180e-11,1.453762177305861769e-08,4.513406395290076034e-07,9.997260570526123047e-01,4.309929408918833360e-06,5.133830693893060015e-09,9.997578263282775879e-01,9.998924732208251953e-01,3.040289300315635046e-07,6.647533609793754295e-06,9.004673338495194912e-04,9.963225722312927246e-01,8.435526490211486816e-01,9.998089671134948730e-01,4.637669917428866029e-06,9.998886585235595703e-01,7.990224730747286230e-06,1.702323788776993752e-04,3.542162085068412125e-05,9.993299245834350586e-01,9.999854564666748047e-01,9.999998807907104492e-01,9.999996423721313477e-01,9.999746680259704590e-01,6.143549740045273211e-07,9.999459385871887207e-01,2.107343971147201955e-05,8.002141714096069336e-01,9.992983341217041016e-01,2.088995461235754192e-05,5.782023748679421260e-10
-8.249958038330078125e+00,7.390744904967050388e-09,3.559758043891747548e-09,1.503202340380482838e-09,9.999799132347106934e-01,1.144992438639746979e-07,4.334924960858188570e-05,9.999996423721313477e-01,9.999998211860656738e-01,1.522402648390652757e-08,1.043109278953124885e-07,4.810057816939661279e-06,9.999716281890869141e-01,9.999918341636657715e-01,9.999833703041076660e-01,9.026290825886462699e-08,9.999997615814208984e-01,1.373855429420700602e-08,5.499421718013763893e-07,2.786600248327886220e-07,9.999992251396179199e-01,9.999998807907104492e-01,9.999998807907104492e-01,9.999998807907104492e-01,9.999991059303283691e-01,2.291524303643655003e-09,9.999997019767761230e-01,1.967501646049640840e-07,9.999828338623046875e-01,9.999989867210388184e-01,8.228661307896345534e-09,8.542870659766776953e-07
-8.249922752380371094e+00,3.286092925547379195e-11,1.069969312084140256e-05,7.394350177492015064e-06,9.916808605194091797e-01,6.716211210004985332e-04,3.101699621765874326e-05,9.895564317703247070e-01,9.989340305328369141e-01,1.580659882165491581e-03,7.902961224317550659e-03,2.953929081559181213e-02,9.781997203826904297e-01,9.800021648406982422e-01,9.972336292266845703e-01,9.828236652538180351e-04,9.969385266304016113e-01,2.897762751672416925e-04,2.287950133904814720e-03,2.064183121547102928e-03,9.989487528800964355e-01,9.995943307876586914e-01,9.999100565910339355e-01,9.980995059013366699e-01,9.851733446121215820e-01,1.618103851797059178e-05,9.981809854507446289e-01,1.665043062530457973e-03,9.171000123023986816e-01,9.991542696952819824e-01,1.980568777071312070e-04,1.115523900807602331e-06
-8.249655723571777344e+00,4.675060685799259375e-11,3.461374546986917267e-07,1.821803436996560777e-07,9.995155930519104004e-01,2.913721618824638426e-05,2.451061482133809477e-05,9.999242424964904785e-01,9.999706745147705078e-01,1.011855874821776524e-05,7.803874177625402808e-05,5.090790800750255585e-04,9.992066025733947754e-01,9.994995594024658203e-01,9.997532367706298828e-01,1.729876748868264258e-05,9.999794363975524902e-01,4.125133727939100936e-06,4.136821007705293596e-05,2.571680124674458057e-05,9.998062849044799805e-01,9.999796152114868164e-01,9.999969005584716797e-01,9.999747276306152344e-01,9.999278783798217773e-01,4.336106655955518363e-07,9.999356269836425781e-01,2.828827746270690113e-05,9.983972907066345215e-01,9.999505281448364258e-01,1.196962557514780201e-06,2.108848320858669467e-06
